TOA5	ROS_WS	CR3000	4909	CR3000.Std.11	CPU:weather_station_final.CR3	30238	Table2
TIMESTAMP	RECORD	BattV_Min	PTemp_C_Max				
TS	RN	Volts	Deg C				
		Min	Max				
22/10/2011 16:06	950907	13.07	30.76				
22/10/2011 16:06	950908	13.06	30.76				
22/10/2011 16:07	950909	13.07	30.76				
22/10/2011 16:07	950910	13.06	30.75				
22/10/2011 16:08	950911	13.06	30.75				
22/10/2011 16:08	950912	13.06	30.74				
22/10/2011 16:09	950913	13.07	30.74				
22/10/2011 16:09	950914	13.06	30.73				
22/10/2011 16:10	950915	13.07	30.73				
22/10/2011 16:10	950916	13.06	30.73				
22/10/2011 16:11	950917	13.07	30.72				
22/10/2011 16:11	950918	13.06	30.72				
22/10/2011 16:12	950919	13.07	30.71				
22/10/2011 16:12	950920	13.06	30.7				
22/10/2011 16:13	950921	13.07	30.7				
22/10/2011 16:13	950922	13.06	30.69				
22/10/2011 16:14	950923	13.07	30.68				
22/10/2011 16:14	950924	13.06	30.68				
22/10/2011 16:15	950925	13.06	30.67				
22/10/2011 16:15	950926	13.06	30.66				
22/10/2011 16:16	950927	13.06	30.66				
22/10/2011 16:16	950928	13.06	30.65				
22/10/2011 16:17	950929	13.07	30.64				
22/10/2011 16:17	950930	13.06	30.63				
22/10/2011 16:18	950931	13.07	30.62				
22/10/2011 16:18	950932	13.06	30.62				
22/10/2011 16:19	950933	13.06	30.61				
22/10/2011 16:19	950934	13.06	30.6				
22/10/2011 16:20	950935	13.06	30.59				
22/10/2011 16:20	950936	13.06	30.58				
22/10/2011 16:21	950937	13.07	30.57				
22/10/2011 16:21	950938	13.06	30.57				
22/10/2011 16:22	950939	13.06	30.56				
22/10/2011 16:22	950940	13.06	30.55				
22/10/2011 16:23	950941	13.07	30.54				
22/10/2011 16:23	950942	13.06	30.53				
22/10/2011 16:24	950943	13.06	30.52				
22/10/2011 16:24	950944	13.06	30.51				
22/10/2011 16:25	950945	13.06	30.51				
22/10/2011 16:25	950946	13.06	30.5				
22/10/2011 16:26	950947	13.07	30.49				
22/10/2011 16:26	950948	13.06	30.48				
22/10/2011 16:27	950949	13.07	30.48				
22/10/2011 16:27	950950	13.06	30.47				
22/10/2011 16:28	950951	13.07	30.46				
22/10/2011 16:28	950952	13.06	30.46				
22/10/2011 16:29	950953	13.07	30.45				
22/10/2011 16:29	950954	13.06	30.44				
22/10/2011 16:30	950955	13.07	30.43				
22/10/2011 16:30	950956	13.06	30.42				
22/10/2011 16:31	950957	13.07	30.41				
22/10/2011 16:31	950958	13.06	30.4				
22/10/2011 16:32	950959	13.07	30.4				
22/10/2011 16:32	950960	13.06	30.39				
22/10/2011 16:33	950961	13.07	30.38				
22/10/2011 16:33	950962	13.06	30.37				
22/10/2011 16:34	950963	13.07	30.37				
22/10/2011 16:34	950964	13.06	30.35				
22/10/2011 16:35	950965	13.07	30.35				
22/10/2011 16:35	950966	13.06	30.34				
22/10/2011 16:36	950967	13.07	30.33				
22/10/2011 16:36	950968	13.06	30.32				
22/10/2011 16:37	950969	13.07	30.32				
22/10/2011 16:37	950970	13.06	30.31				
22/10/2011 16:38	950971	13.07	30.3				
22/10/2011 16:38	950972	13.06	30.29				
22/10/2011 16:39	950973	13.07	30.28				
22/10/2011 16:39	950974	13.06	30.27				
22/10/2011 16:40	950975	13.07	30.26				
22/10/2011 16:40	950976	13.06	30.25				
22/10/2011 16:41	950977	13.07	30.24				
22/10/2011 16:41	950978	13.06	30.23				
22/10/2011 16:42	950979	13.07	30.22				
22/10/2011 16:42	950980	13.06	30.21				
22/10/2011 16:43	950981	13.07	30.2				
22/10/2011 16:43	950982	13.06	30.19				
22/10/2011 16:44	950983	13.07	30.18				
22/10/2011 16:44	950984	13.06	30.17				
22/10/2011 16:45	950985	13.07	30.15				
22/10/2011 16:45	950986	13.06	30.14				
22/10/2011 16:46	950987	13.07	30.13				
22/10/2011 16:46	950988	13.06	30.12				
22/10/2011 16:47	950989	13.06	30.11				
22/10/2011 16:47	950990	13.06	30.09				
22/10/2011 16:48	950991	13.07	30.08				
22/10/2011 16:48	950992	13.06	30.07				
22/10/2011 16:49	950993	13.07	30.06				
22/10/2011 16:49	950994	13.06	30.05				
22/10/2011 16:50	950995	13.07	30.04				
22/10/2011 16:50	950996	13.06	30.03				
22/10/2011 16:51	950997	13.07	30.01				
22/10/2011 16:51	950998	13.06	30				
22/10/2011 16:52	950999	13.07	29.99				
22/10/2011 16:52	951000	13.06	29.98				
22/10/2011 16:53	951001	13.07	29.97				
22/10/2011 16:53	951002	13.06	29.95				
22/10/2011 16:54	951003	13.06	29.94				
22/10/2011 16:54	951004	13.06	29.94				
22/10/2011 16:55	951005	13.07	29.92				
22/10/2011 16:55	951006	13.06	29.91				
22/10/2011 16:56	951007	13.07	29.9				
22/10/2011 16:56	951008	13.06	29.89				
22/10/2011 16:57	951009	13.07	29.88				
22/10/2011 16:57	951010	13.06	29.87				
22/10/2011 16:58	951011	13.07	29.86				
22/10/2011 16:58	951012	13.06	29.84				
22/10/2011 16:59	951013	13.07	29.83				
22/10/2011 16:59	951014	13.06	29.82				
22/10/2011 17:00	951015	13.06	29.81				
22/10/2011 17:00	951016	13.06	29.8				
22/10/2011 17:01	951017	13.07	29.79				
22/10/2011 17:01	951018	13.06	29.78				
22/10/2011 17:02	951019	13.06	29.77				
22/10/2011 17:02	951020	13.06	29.76				
22/10/2011 17:03	951021	13.06	29.74				
22/10/2011 17:03	951022	13.06	29.74				
22/10/2011 17:04	951023	13.06	29.72				
22/10/2011 17:04	951024	13.06	29.71				
22/10/2011 17:05	951025	13.06	29.7				
22/10/2011 17:05	951026	13.06	29.69				
22/10/2011 17:06	951027	13.07	29.68				
22/10/2011 17:06	951028	13.06	29.67				
22/10/2011 17:07	951029	13.06	29.65				
22/10/2011 17:07	951030	13.06	29.64				
22/10/2011 17:08	951031	13.06	29.63				
22/10/2011 17:08	951032	13.06	29.62				
22/10/2011 17:09	951033	13.07	29.6				
22/10/2011 17:09	951034	13.06	29.59				
22/10/2011 17:10	951035	13.06	29.58				
22/10/2011 17:10	951036	13.06	29.56				
22/10/2011 17:11	951037	13.07	29.55				
22/10/2011 17:11	951038	13.06	29.53				
22/10/2011 17:12	951039	13.07	29.52				
22/10/2011 17:12	951040	13.06	29.5				
22/10/2011 17:13	951041	13.06	29.49				
22/10/2011 17:13	951042	13.06	29.47				
22/10/2011 17:14	951043	13.06	29.46				
22/10/2011 17:14	951044	13.06	29.44				
22/10/2011 17:15	951045	13.07	29.42				
22/10/2011 17:15	951046	13.06	29.4				
22/10/2011 17:16	951047	13.07	29.39				
22/10/2011 17:16	951048	13.06	29.37				
22/10/2011 17:17	951049	13.07	29.35				
22/10/2011 17:17	951050	13.06	29.33				
22/10/2011 17:18	951051	13.07	29.32				
22/10/2011 17:18	951052	13.06	29.3				
22/10/2011 17:19	951053	13.07	29.28				
22/10/2011 17:19	951054	13.06	29.26				
22/10/2011 17:20	951055	13.07	29.24				
22/10/2011 17:20	951056	13.06	29.22				
22/10/2011 17:21	951057	13.07	29.2				
22/10/2011 17:21	951058	13.06	29.18				
22/10/2011 17:22	951059	13.07	29.16				
22/10/2011 17:22	951060	13.06	29.14				
22/10/2011 17:23	951061	13.07	29.12				
22/10/2011 17:23	951062	13.06	29.1				
22/10/2011 17:24	951063	13.07	29.08				
22/10/2011 17:24	951064	13.06	29.06				
22/10/2011 17:25	951065	13.07	29.03				
22/10/2011 17:25	951066	13.06	29.02				
22/10/2011 17:26	951067	13.07	28.99				
22/10/2011 17:26	951068	13.06	28.97				
22/10/2011 17:27	951069	13.07	28.95				
22/10/2011 17:27	951070	13.06	28.93				
22/10/2011 17:28	951071	13.07	28.9				
22/10/2011 17:28	951072	13.06	28.88				
22/10/2011 17:29	951073	13.07	28.86				
22/10/2011 17:29	951074	13.06	28.83				
22/10/2011 17:30	951075	13.07	28.81				
22/10/2011 17:30	951076	13.06	28.79				
22/10/2011 17:31	951077	13.07	28.76				
22/10/2011 17:31	951078	13.06	28.74				
22/10/2011 17:32	951079	13.07	28.72				
22/10/2011 17:32	951080	13.06	28.7				
22/10/2011 17:33	951081	13.07	28.68				
22/10/2011 17:33	951082	13.06	28.65				
22/10/2011 17:34	951083	13.07	28.63				
22/10/2011 17:34	951084	13.06	28.6				
22/10/2011 17:35	951085	13.07	28.58				
22/10/2011 17:35	951086	13.06	28.56				
22/10/2011 17:36	951087	13.07	28.54				
22/10/2011 17:36	951088	13.06	28.51				
22/10/2011 17:37	951089	13.07	28.49				
22/10/2011 17:37	951090	13.06	28.46				
22/10/2011 17:38	951091	13.07	28.44				
22/10/2011 17:38	951092	13.06	28.42				
22/10/2011 17:39	951093	13.07	28.4				
22/10/2011 17:39	951094	13.06	28.37				
22/10/2011 17:40	951095	13.07	28.35				
22/10/2011 17:40	951096	13.06	28.32				
22/10/2011 17:41	951097	13.07	28.3				
22/10/2011 17:41	951098	13.06	28.28				
22/10/2011 17:42	951099	13.07	28.25				
22/10/2011 17:42	951100	13.06	28.22				
22/10/2011 17:43	951101	13.07	28.2				
22/10/2011 17:43	951102	13.06	28.18				
22/10/2011 17:44	951103	13.07	28.15				
22/10/2011 17:44	951104	13.06	28.13				
22/10/2011 17:45	951105	13.07	28.1				
22/10/2011 17:45	951106	13.06	28.08				
22/10/2011 17:46	951107	13.07	28.05				
22/10/2011 17:46	951108	13.06	28.03				
22/10/2011 17:47	951109	13.07	28				
22/10/2011 17:47	951110	13.06	27.98				
22/10/2011 17:48	951111	13.07	27.95				
22/10/2011 17:48	951112	13.06	27.93				
22/10/2011 17:49	951113	13.07	27.9				
22/10/2011 17:49	951114	13.06	27.88				
22/10/2011 17:50	951115	13.07	27.85				
22/10/2011 17:50	951116	13.06	27.83				
22/10/2011 17:51	951117	13.07	27.8				
22/10/2011 17:51	951118	13.06	27.78				
22/10/2011 17:52	951119	13.07	27.76				
22/10/2011 17:52	951120	13.06	27.72				
22/10/2011 17:53	951121	13.07	27.7				
22/10/2011 17:53	951122	13.06	27.67				
22/10/2011 17:54	951123	13.07	27.65				
22/10/2011 17:54	951124	13.06	27.62				
22/10/2011 17:55	951125	13.07	27.6				
22/10/2011 17:55	951126	13.06	27.57				
22/10/2011 17:56	951127	13.06	27.54				
22/10/2011 17:56	951128	13.06	27.52				
22/10/2011 17:57	951129	13.07	27.49				
22/10/2011 17:57	951130	13.06	27.47				
22/10/2011 17:58	951131	13.07	27.43				
22/10/2011 17:58	951132	13.06	27.41				
22/10/2011 17:59	951133	13.07	27.38				
22/10/2011 17:59	951134	13.06	27.35				
22/10/2011 18:00	951135	13.07	27.32				
22/10/2011 18:00	951136	13.06	27.3				
22/10/2011 18:01	951137	13.07	27.27				
22/10/2011 18:01	951138	13.06	27.24				
22/10/2011 18:02	951139	13.07	27.21				
22/10/2011 18:02	951140	13.06	27.18				
22/10/2011 18:03	951141	13.07	27.15				
22/10/2011 18:03	951142	13.06	27.12				
22/10/2011 18:04	951143	13.07	27.09				
22/10/2011 18:04	951144	13.06	27.06				
22/10/2011 18:05	951145	13.07	27.04				
22/10/2011 18:05	951146	13.06	27.01				
22/10/2011 18:06	951147	13.07	26.98				
22/10/2011 18:06	951148	13.06	26.95				
22/10/2011 18:07	951149	13.07	26.92				
22/10/2011 18:07	951150	13.06	26.89				
22/10/2011 18:08	951151	13.07	26.86				
22/10/2011 18:08	951152	13.06	26.83				
22/10/2011 18:09	951153	13.06	26.8				
22/10/2011 18:09	951154	13.06	26.78				
22/10/2011 18:10	951155	13.07	26.75				
22/10/2011 18:10	951156	13.06	26.72				
22/10/2011 18:11	951157	13.06	26.69				
22/10/2011 18:11	951158	13.06	26.66				
22/10/2011 18:12	951159	13.07	26.63				
22/10/2011 18:12	951160	13.06	26.6				
22/10/2011 18:13	951161	13.06	26.57				
22/10/2011 18:13	951162	13.06	26.54				
22/10/2011 18:14	951163	13.07	26.51				
22/10/2011 18:14	951164	13.06	26.48				
22/10/2011 18:15	951165	13.07	26.46				
22/10/2011 18:15	951166	13.06	26.42				
22/10/2011 18:16	951167	13.07	26.4				
22/10/2011 18:16	951168	13.06	26.37				
22/10/2011 18:17	951169	13.07	26.34				
22/10/2011 18:17	951170	13.06	26.31				
22/10/2011 18:18	951171	13.06	26.28				
22/10/2011 18:18	951172	13.06	26.25				
22/10/2011 18:19	951173	13.06	26.22				
22/10/2011 18:19	951174	13.05	26.19				
22/10/2011 18:20	951175	13.06	26.16				
22/10/2011 18:20	951176	13.06	26.13				
22/10/2011 18:21	951177	13.06	26.1				
22/10/2011 18:21	951178	13.06	26.07				
22/10/2011 18:22	951179	13.06	26.04				
22/10/2011 18:22	951180	13.06	26.02				
22/10/2011 18:23	951181	13.06	25.99				
22/10/2011 18:23	951182	13.06	25.96				
22/10/2011 18:24	951183	13.06	25.93				
22/10/2011 18:24	951184	13.06	25.9				
22/10/2011 18:25	951185	13.06	25.87				
22/10/2011 18:25	951186	13.06	25.85				
22/10/2011 18:26	951187	13.06	25.82				
22/10/2011 18:26	951188	13.06	25.79				
22/10/2011 18:27	951189	13.06	25.76				
22/10/2011 18:27	951190	13.06	25.73				
22/10/2011 18:28	951191	13.06	25.71				
22/10/2011 18:28	951192	13.06	25.68				
22/10/2011 18:29	951193	13.07	25.65				
22/10/2011 18:29	951194	13.06	25.63				
22/10/2011 18:30	951195	13.06	25.6				
22/10/2011 18:30	951196	13.06	25.57				
22/10/2011 18:31	951197	13.06	25.55				
22/10/2011 18:31	951198	13.06	25.52				
22/10/2011 18:32	951199	13.06	25.49				
22/10/2011 18:32	951200	13.05	25.47				
22/10/2011 18:33	951201	13.06	25.44				
22/10/2011 18:33	951202	13.06	25.42				
22/10/2011 18:34	951203	13.06	25.39				
22/10/2011 18:34	951204	13.06	25.36				
22/10/2011 18:35	951205	13.06	25.33				
22/10/2011 18:35	951206	13.05	25.31				
22/10/2011 18:36	951207	13.06	25.29				
22/10/2011 18:36	951208	13.06	25.26				
22/10/2011 18:37	951209	13.06	25.24				
22/10/2011 18:37	951210	13.06	25.21				
22/10/2011 18:38	951211	13.06	25.18				
22/10/2011 18:38	951212	13.06	25.16				
22/10/2011 18:39	951213	13.06	25.13				
22/10/2011 18:39	951214	13.06	25.11				
22/10/2011 18:40	951215	13.06	25.09				
22/10/2011 18:40	951216	13.06	25.06				
22/10/2011 18:41	951217	13.06	25.04				
22/10/2011 18:41	951218	13.06	25.01				
22/10/2011 18:42	951219	13.06	24.99				
22/10/2011 18:42	951220	13.06	24.96				
22/10/2011 18:43	951221	13.06	24.94				
22/10/2011 18:43	951222	13.05	24.91				
22/10/2011 18:44	951223	13.06	24.89				
22/10/2011 18:44	951224	13.06	24.87				
22/10/2011 18:45	951225	13.06	24.84				
22/10/2011 18:45	951226	13.05	24.81				
22/10/2011 18:46	951227	13.06	24.79				
22/10/2011 18:46	951228	13.05	24.77				
22/10/2011 18:47	951229	13.06	24.74				
22/10/2011 18:47	951230	13.06	24.72				
22/10/2011 18:48	951231	13.06	24.69				
22/10/2011 18:48	951232	13.06	24.66				
22/10/2011 18:49	951233	13.06	24.64				
22/10/2011 18:49	951234	13.06	24.62				
22/10/2011 18:50	951235	13.06	24.59				
22/10/2011 18:50	951236	13.06	24.57				
22/10/2011 18:51	951237	13.06	24.55				
22/10/2011 18:51	951238	13.06	24.52				
22/10/2011 18:52	951239	13.06	24.5				
22/10/2011 18:52	951240	13.06	24.47				
22/10/2011 18:53	951241	13.06	24.45				
22/10/2011 18:53	951242	13.05	24.43				
22/10/2011 18:54	951243	13.06	24.4				
22/10/2011 18:54	951244	13.05	24.38				
22/10/2011 18:55	951245	13.06	24.35				
22/10/2011 18:55	951246	13.05	24.33				
22/10/2011 18:56	951247	13.06	24.31				
22/10/2011 18:56	951248	13.05	24.29				
22/10/2011 18:57	951249	13.06	24.26				
22/10/2011 18:57	951250	13.05	24.24				
22/10/2011 18:58	951251	13.06	24.22				
22/10/2011 18:58	951252	13.06	24.2				
22/10/2011 18:59	951253	13.06	24.18				
22/10/2011 18:59	951254	13.06	24.16				
22/10/2011 19:00	951255	13.06	24.14				
22/10/2011 19:00	951256	13.06	24.11				
22/10/2011 19:01	951257	13.06	24.09				
22/10/2011 19:01	951258	13.06	24.07				
22/10/2011 19:02	951259	13.06	24.05				
22/10/2011 19:02	951260	13.06	24.03				
22/10/2011 19:03	951261	13.06	24.01				
22/10/2011 19:03	951262	13.06	23.99				
22/10/2011 19:04	951263	13.06	23.97				
22/10/2011 19:04	951264	13.05	23.95				
22/10/2011 19:05	951265	13.06	23.93				
22/10/2011 19:05	951266	13.05	23.91				
22/10/2011 19:06	951267	13.06	23.89				
22/10/2011 19:06	951268	13.05	23.87				
22/10/2011 19:07	951269	13.06	23.85				
22/10/2011 19:07	951270	13.05	23.83				
22/10/2011 19:08	951271	13.06	23.81				
22/10/2011 19:08	951272	13.05	23.79				
22/10/2011 19:09	951273	13.06	23.77				
22/10/2011 19:09	951274	13.05	23.75				
22/10/2011 19:10	951275	13.06	23.74				
22/10/2011 19:10	951276	13.06	23.71				
22/10/2011 19:11	951277	13.06	23.69				
22/10/2011 19:11	951278	13.06	23.67				
22/10/2011 19:12	951279	13.06	23.65				
22/10/2011 19:12	951280	13.06	23.64				
22/10/2011 19:13	951281	13.06	23.62				
22/10/2011 19:13	951282	13.05	23.6				
22/10/2011 19:14	951283	13.06	23.58				
22/10/2011 19:14	951284	13.06	23.56				
22/10/2011 19:15	951285	13.06	23.54				
22/10/2011 19:15	951286	13.05	23.52				
22/10/2011 19:16	951287	13.06	23.5				
22/10/2011 19:16	951288	13.05	23.48				
22/10/2011 19:17	951289	13.06	23.46				
22/10/2011 19:17	951290	13.05	23.45				
22/10/2011 19:18	951291	13.06	23.43				
22/10/2011 19:18	951292	13.05	23.41				
22/10/2011 19:19	951293	13.06	23.39				
22/10/2011 19:19	951294	13.05	23.37				
22/10/2011 19:20	951295	13.06	23.35				
22/10/2011 19:20	951296	13.05	23.33				
22/10/2011 19:21	951297	13.06	23.32				
22/10/2011 19:21	951298	13.06	23.3				
22/10/2011 19:22	951299	13.06	23.28				
22/10/2011 19:22	951300	13.05	23.26				
22/10/2011 19:23	951301	13.06	23.24				
22/10/2011 19:23	951302	13.05	23.22				
22/10/2011 19:24	951303	13.06	23.21				
22/10/2011 19:24	951304	13.06	23.19				
22/10/2011 19:25	951305	13.06	23.17				
22/10/2011 19:25	951306	13.06	23.15				
22/10/2011 19:26	951307	13.06	23.13				
22/10/2011 19:26	951308	13.06	23.12				
22/10/2011 19:27	951309	13.06	23.1				
22/10/2011 19:27	951310	13.06	23.08				
22/10/2011 19:28	951311	13.06	23.06				
22/10/2011 19:28	951312	13.06	23.04				
22/10/2011 19:29	951313	13.06	23.03				
22/10/2011 19:29	951314	13.05	23.01				
22/10/2011 19:30	951315	13.06	22.99				
22/10/2011 19:30	951316	13.06	22.97				
22/10/2011 19:31	951317	13.06	22.95				
22/10/2011 19:31	951318	13.05	22.93				
22/10/2011 19:32	951319	13.06	22.92				
22/10/2011 19:32	951320	13.06	22.9				
22/10/2011 19:33	951321	13.06	22.88				
22/10/2011 19:33	951322	13.06	22.86				
22/10/2011 19:34	951323	13.06	22.84				
22/10/2011 19:34	951324	13.06	22.82				
22/10/2011 19:35	951325	13.06	22.8				
22/10/2011 19:35	951326	13.06	22.78				
22/10/2011 19:36	951327	13.07	22.76				
22/10/2011 19:36	951328	13.06	22.74				
22/10/2011 19:37	951329	13.06	22.72				
22/10/2011 19:37	951330	13.06	22.7				
22/10/2011 19:38	951331	13.06	22.68				
22/10/2011 19:38	951332	13.06	22.66				
22/10/2011 19:39	951333	13.06	22.65				
22/10/2011 19:39	951334	13.05	22.63				
22/10/2011 19:40	951335	13.06	22.6				
22/10/2011 19:40	951336	13.05	22.58				
22/10/2011 19:41	951337	13.06	22.56				
22/10/2011 19:41	951338	13.05	22.54				
22/10/2011 19:42	951339	13.06	22.53				
22/10/2011 19:42	951340	13.05	22.5				
22/10/2011 19:43	951341	13.06	22.48				
22/10/2011 19:43	951342	13.05	22.46				
22/10/2011 19:44	951343	13.06	22.44				
22/10/2011 19:44	951344	13.05	22.42				
22/10/2011 19:45	951345	13.06	22.4				
22/10/2011 19:45	951346	13.06	22.38				
22/10/2011 19:46	951347	13.06	22.36				
22/10/2011 19:46	951348	13.05	22.34				
22/10/2011 19:47	951349	13.06	22.32				
22/10/2011 19:47	951350	13.05	22.3				
22/10/2011 19:48	951351	13.06	22.27				
22/10/2011 19:48	951352	13.05	22.25				
22/10/2011 19:49	951353	13.06	22.23				
22/10/2011 19:49	951354	13.05	22.21				
22/10/2011 19:50	951355	13.06	22.19				
22/10/2011 19:50	951356	13.05	22.17				
22/10/2011 19:51	951357	13.06	22.14				
22/10/2011 19:51	951358	13.05	22.12				
22/10/2011 19:52	951359	13.06	22.1				
22/10/2011 19:52	951360	13.05	22.08				
22/10/2011 19:53	951361	13.06	22.06				
22/10/2011 19:53	951362	13.05	22.04				
22/10/2011 19:54	951363	13.06	22.01				
22/10/2011 19:54	951364	13.05	21.99				
22/10/2011 19:55	951365	13.06	21.97				
22/10/2011 19:55	951366	13.06	21.95				
22/10/2011 19:56	951367	13.06	21.92				
22/10/2011 19:56	951368	13.05	21.9				
22/10/2011 19:57	951369	13.06	21.88				
22/10/2011 19:57	951370	13.06	21.85				
22/10/2011 19:58	951371	13.06	21.83				
22/10/2011 19:58	951372	13.05	21.81				
22/10/2011 19:59	951373	13.06	21.78				
22/10/2011 19:59	951374	13.05	21.76				
22/10/2011 20:00	951375	13.06	21.74				
22/10/2011 20:00	951376	13.05	21.72				
22/10/2011 20:01	951377	13.06	21.69				
22/10/2011 20:01	951378	13.05	21.67				
22/10/2011 20:02	951379	13.06	21.65				
22/10/2011 20:02	951380	13.05	21.62				
22/10/2011 20:03	951381	13.06	21.6				
22/10/2011 20:03	951382	13.05	21.57				
22/10/2011 20:04	951383	13.06	21.55				
22/10/2011 20:04	951384	13.05	21.53				
22/10/2011 20:05	951385	13.06	21.5				
22/10/2011 20:05	951386	13.06	21.48				
22/10/2011 20:06	951387	13.06	21.45				
22/10/2011 20:06	951388	13.05	21.43				
22/10/2011 20:07	951389	13.06	21.4				
22/10/2011 20:07	951390	13.05	21.38				
22/10/2011 20:08	951391	13.06	21.35				
22/10/2011 20:08	951392	13.05	21.33				
22/10/2011 20:09	951393	13.06	21.3				
22/10/2011 20:09	951394	13.05	21.28				
22/10/2011 20:10	951395	13.06	21.25				
22/10/2011 20:10	951396	13.05	21.22				
22/10/2011 20:11	951397	13.06	21.2				
22/10/2011 20:11	951398	13.05	21.18				
22/10/2011 20:12	951399	13.06	21.15				
22/10/2011 20:12	951400	13.05	21.12				
22/10/2011 20:13	951401	13.06	21.1				
22/10/2011 20:13	951402	13.05	21.07				
22/10/2011 20:14	951403	13.06	21.05				
22/10/2011 20:14	951404	13.05	21.02				
22/10/2011 20:15	951405	13.06	21				
22/10/2011 20:15	951406	13.05	20.97				
22/10/2011 20:16	951407	13.06	20.95				
22/10/2011 20:16	951408	13.05	20.92				
22/10/2011 20:17	951409	13.06	20.9				
22/10/2011 20:17	951410	13.05	20.87				
22/10/2011 20:18	951411	13.06	20.84				
22/10/2011 20:18	951412	13.05	20.82				
22/10/2011 20:19	951413	13.06	20.79				
22/10/2011 20:19	951414	13.05	20.77				
22/10/2011 20:20	951415	13.06	20.74				
22/10/2011 20:20	951416	13.05	20.72				
22/10/2011 20:21	951417	13.06	20.69				
22/10/2011 20:21	951418	13.05	20.66				
22/10/2011 20:22	951419	13.06	20.64				
22/10/2011 20:22	951420	13.05	20.61				
22/10/2011 20:23	951421	13.06	20.59				
22/10/2011 20:23	951422	13.05	20.57				
22/10/2011 20:24	951423	13.06	20.54				
22/10/2011 20:24	951424	13.05	20.51				
22/10/2011 20:25	951425	13.06	20.49				
22/10/2011 20:25	951426	13.05	20.47				
22/10/2011 20:26	951427	13.06	20.44				
22/10/2011 20:26	951428	13.05	20.42				
22/10/2011 20:27	951429	13.06	20.39				
22/10/2011 20:27	951430	13.05	20.37				
22/10/2011 20:28	951431	13.06	20.34				
22/10/2011 20:28	951432	13.05	20.32				
22/10/2011 20:29	951433	13.06	20.29				
22/10/2011 20:29	951434	13.05	20.28				
22/10/2011 20:30	951435	13.06	20.25				
22/10/2011 20:30	951436	13.05	20.23				
22/10/2011 20:31	951437	13.06	20.2				
22/10/2011 20:31	951438	13.05	20.18				
22/10/2011 20:32	951439	13.06	20.16				
22/10/2011 20:32	951440	13.05	20.13				
22/10/2011 20:33	951441	13.06	20.11				
22/10/2011 20:33	951442	13.05	20.09				
22/10/2011 20:34	951443	13.06	20.07				
22/10/2011 20:34	951444	13.05	20.04				
22/10/2011 20:35	951445	13.06	20.02				
22/10/2011 20:35	951446	13.05	19.99				
22/10/2011 20:36	951447	13.06	19.97				
22/10/2011 20:36	951448	13.05	19.96				
22/10/2011 20:37	951449	13.06	19.93				
22/10/2011 20:37	951450	13.05	19.91				
22/10/2011 20:38	951451	13.06	19.89				
22/10/2011 20:38	951452	13.05	19.87				
22/10/2011 20:39	951453	13.06	19.85				
22/10/2011 20:39	951454	13.05	19.82				
22/10/2011 20:40	951455	13.06	19.8				
22/10/2011 20:40	951456	13.05	19.78				
22/10/2011 20:41	951457	13.06	19.76				
22/10/2011 20:41	951458	13.05	19.74				
22/10/2011 20:42	951459	13.06	19.72				
22/10/2011 20:42	951460	13.05	19.7				
22/10/2011 20:43	951461	13.06	19.68				
22/10/2011 20:43	951462	13.05	19.66				
22/10/2011 20:44	951463	13.06	19.64				
22/10/2011 20:44	951464	13.05	19.62				
22/10/2011 20:45	951465	13.06	19.6				
22/10/2011 20:45	951466	13.05	19.58				
22/10/2011 20:46	951467	13.06	19.57				
22/10/2011 20:46	951468	13.05	19.55				
22/10/2011 20:47	951469	13.06	19.53				
22/10/2011 20:47	951470	13.05	19.51				
22/10/2011 20:48	951471	13.06	19.49				
22/10/2011 20:48	951472	13.05	19.47				
22/10/2011 20:49	951473	13.06	19.46				
22/10/2011 20:49	951474	13.05	19.44				
22/10/2011 20:50	951475	13.06	19.42				
22/10/2011 20:50	951476	13.05	19.4				
22/10/2011 20:51	951477	13.06	19.38				
22/10/2011 20:51	951478	13.05	19.37				
22/10/2011 20:52	951479	13.06	19.35				
22/10/2011 20:52	951480	13.05	19.33				
22/10/2011 20:53	951481	13.06	19.32				
22/10/2011 20:53	951482	13.05	19.3				
22/10/2011 20:54	951483	13.06	19.28				
22/10/2011 20:54	951484	13.05	19.27				
22/10/2011 20:55	951485	13.06	19.25				
22/10/2011 20:55	951486	13.05	19.24				
22/10/2011 20:56	951487	13.06	19.22				
22/10/2011 20:56	951488	13.05	19.2				
22/10/2011 20:57	951489	13.06	19.18				
22/10/2011 20:57	951490	13.05	19.17				
22/10/2011 20:58	951491	13.06	19.15				
22/10/2011 20:58	951492	13.05	19.13				
22/10/2011 20:59	951493	13.06	19.12				
22/10/2011 20:59	951494	13.05	19.1				
22/10/2011 21:00	951495	13.06	19.08				
22/10/2011 21:00	951496	13.05	19.06				
22/10/2011 21:01	951497	13.06	19.04				
22/10/2011 21:01	951498	13.05	19.02				
22/10/2011 21:02	951499	13.06	19.01				
22/10/2011 21:02	951500	13.05	18.99				
22/10/2011 21:03	951501	13.06	18.97				
22/10/2011 21:03	951502	13.05	18.94				
22/10/2011 21:04	951503	13.06	18.92				
22/10/2011 21:04	951504	13.05	18.9				
22/10/2011 21:05	951505	13.06	18.88				
22/10/2011 21:05	951506	13.05	18.86				
22/10/2011 21:06	951507	13.06	18.84				
22/10/2011 21:06	951508	13.05	18.81				
22/10/2011 21:07	951509	13.06	18.79				
22/10/2011 21:07	951510	13.05	18.77				
